contest_id,submitted_at,problem,username,language,result,execution_time,submission_id
AWC0029,2026-03-19 20:18:15,E,sharking,Python,WA,462,74222783
AWC0029,2026-03-19 20:18:14,D,moon17,Python,AC,231,74222782
AWC0029,2026-03-19 20:18:11,D,YuuPika,C++23,AC,149,74222780
AWC0029,2026-03-19 20:18:10,C,rpam,C++23,AC,21,74222778
AWC0029,2026-03-19 20:18:09,C,zhhhanry,C++23,AC,56,74222777
AWC0029,2026-03-19 20:18:08,B,bakazikara,C++23,AC,198,74222776
AWC0029,2026-03-19 20:18:08,E,S142857,Python,AC,504,74222775
AWC0029,2026-03-19 20:18:06,C,divine21,C++23,AC,20,74222773
AWC0029,2026-03-19 20:17:59,D,mogura20,Python,AC,473,74222770
AWC0029,2026-03-19 20:17:59,B,nmnmnmnm,C++23,AC,170,74222769
AWC0029,2026-03-19 20:17:59,E,mihhiael,C++23,AC,55,74222767
AWC0029,2026-03-19 20:17:51,B,RedSpica,Python,AC,519,74222765
AWC0029,2026-03-19 20:17:47,C,Tak_Ajjinomoto,C++23,AC,63,74222763
AWC0029,2026-03-19 20:17:47,C,satoyuki,C++23,AC,20,74222762
AWC0029,2026-03-19 20:17:40,D,edon8618,C++23,AC,59,74222760
AWC0029,2026-03-19 20:17:35,E,Egor,Rust,AC,94,74222755
AWC0029,2026-03-19 20:17:32,D,jnjkhjlkjhb8,C++23,AC,223,74222753
AWC0029,2026-03-19 20:17:32,C,Akhmadjon,C++23,AC,22,74222752
AWC0029,2026-03-19 20:17:28,B,on_Sunday,C++23,AC,31,74222748
AWC0029,2026-03-19 20:17:27,D,yh_0202,C++23,WA,66,74222745
AWC0029,2026-03-19 20:17:23,E,jastaway,C++23,AC,50,74222744
AWC0029,2026-03-19 20:17:22,C,jendolkk,Python,AC,212,74222743
AWC0029,2026-03-19 20:17:20,D,Re73,C++23,AC,56,74222741
AWC0029,2026-03-19 20:17:14,E,kwm_t,C++23,AC,79,74222738
AWC0029,2026-03-19 20:17:14,D,tkykwtnb,Python,TLE,> 2000,74222737
AWC0029,2026-03-19 20:17:12,E,addx,C++23,AC,63,74222736
AWC0029,2026-03-19 20:17:03,D,everlast1ng,C++23,AC,54,74222735
AWC0029,2026-03-19 20:17:02,B,nutee,C++23,AC,32,74222733
AWC0029,2026-03-19 20:16:56,C,Aegeaner99,C++23,AC,98,74222732
AWC0029,2026-03-19 20:16:55,D,hibit,C++23,AC,170,74222731
AWC0029,2026-03-19 20:16:51,E,prd_xxx,Python,AC,445,74222730
AWC0029,2026-03-19 20:16:51,B,satoyuki,C++23,AC,103,74222729
AWC0029,2026-03-19 20:16:49,D,Lirius,C++23,AC,54,74222727
AWC0029,2026-03-19 20:16:46,E,edon8618,C++23,RE,139,74222725
AWC0029,2026-03-19 20:16:46,E,kidodesuyo,Python,TLE,> 2000,74222724
AWC0029,2026-03-19 20:16:42,C,shinyak,C++23,AC,61,74222720
AWC0029,2026-03-19 20:16:40,B,Q_E_D_,C++23,WA,91,74222719
AWC0029,2026-03-19 20:16:37,A,Aniket007,Java24,AC,83,74222717
AWC0029,2026-03-19 20:16:36,D,loop0919,Python,AC,430,74222716
AWC0029,2026-03-19 20:16:34,D,shirogane1234,C++23,AC,149,74222715
AWC0029,2026-03-19 20:16:30,C,yorksyo,TypeScript 5.9,AC,106,74222713
AWC0029,2026-03-19 20:16:28,D,TinTrung,C++23,AC,31,74222712
AWC0029,2026-03-19 20:16:21,C,agw02010,C++23,AC,23,74222707
AWC0029,2026-03-19 20:16:13,B,jendolkk,C++23,AC,30,74222701
AWC0029,2026-03-19 20:16:10,D,Flashingtw,C++23,AC,147,74222700
AWC0029,2026-03-19 20:16:09,D,ayuanay,C++23,AC,63,74222699
AWC0029,2026-03-19 20:16:09,B,siddash,Python,AC,151,74222698
AWC0029,2026-03-19 20:16:08,D,tkykwtnb,Python,TLE,> 2000,74222697
AWC0029,2026-03-19 20:16:07,C,rucha_15,Java24,AC,170,74222696
AWC0029,2026-03-19 20:16:07,B,THE_SEU_07,C++23,AC,28,74222695
AWC0029,2026-03-19 20:16:06,D,mogura20,Python,TLE,> 2000,74222694
AWC0029,2026-03-19 20:16:04,D,varkala_thoma,Python,AC,366,74222693
AWC0029,2026-03-19 20:15:57,A,sixuhe,C++23,AC,2,74222691
AWC0029,2026-03-19 20:15:54,E,mihhiael,C++23,WA,78,74222688
AWC0029,2026-03-19 20:15:53,B,rpam,C++23,AC,32,74222686
AWC0029,2026-03-19 20:15:52,B,zhhhanry,C++23,AC,170,74222684
AWC0029,2026-03-19 20:15:48,C,Banis,C++23,AC,10,74222681
AWC0029,2026-03-19 20:15:47,C,moon17,Python,AC,109,74222680
AWC0029,2026-03-19 20:15:46,B,bellman1114,C++23,WA,43,74222677
AWC0029,2026-03-19 20:15:46,D,gomarine,Haskell,AC,144,74222676
AWC0029,2026-03-19 20:15:45,A,Tsumertet97,C++23,AC,1,74222675
AWC0029,2026-03-19 20:15:42,B,divine21,C++23,AC,27,74222674
AWC0029,2026-03-19 20:15:38,D,HalMat,Ruby 3.4,RE,454,74222673
AWC0029,2026-03-19 20:15:35,A,taketii,Python,AC,47,74222672
AWC0029,2026-03-19 20:15:33,D,tmrtmr,Rust,AC,71,74222668
AWC0029,2026-03-19 20:15:33,A,kengou,C++23,AC,2,74222667
AWC0029,2026-03-19 20:15:32,D,EduardoBrito,C++23,AC,57,74222666
AWC0029,2026-03-19 20:15:28,A,Today03,C++23,AC,1,74222662
AWC0029,2026-03-19 20:15:20,E,shingo0909,C++23,AC,144,74222660
AWC0029,2026-03-19 20:15:19,D,OilDrum,C++23,AC,67,74222659
AWC0029,2026-03-19 20:15:18,A,usedchang,C++23,AC,2,74222658
AWC0029,2026-03-19 20:15:17,B,moon17,Python,AC,292,74222656
AWC0029,2026-03-19 20:15:16,A,bakazikara,C++23,AC,1,74222655
AWC0029,2026-03-19 20:15:10,B,Ruhan_007,C++23,AC,29,74222652
AWC0029,2026-03-19 20:15:10,C,moldie,Python,AC,104,74222651
AWC0029,2026-03-19 20:15:10,D,kuronosu1024,C++23,AC,150,74222650
AWC0029,2026-03-19 20:15:08,E,sigtuna,Python,AC,448,74222649
AWC0029,2026-03-19 20:15:06,D,v7fgg,Java24,AC,549,74222647
AWC0029,2026-03-19 20:15:00,D,RedSpica,Python,AC,457,74222644
AWC0029,2026-03-19 20:14:59,E,magurofly,Rust,AC,83,74222643
AWC0029,2026-03-19 20:14:59,A,satoyuki,C++23,AC,1,74222642
AWC0029,2026-03-19 20:14:58,D,itto4869,Rust,AC,157,74222641
AWC0029,2026-03-19 20:14:50,C,kirameku,C++23,AC,22,74222639
AWC0029,2026-03-19 20:14:43,D,YForr,C++23,AC,58,74222638
AWC0029,2026-03-19 20:14:41,B,Ruhan_007,C++23,WA,27,74222637
AWC0029,2026-03-19 20:14:41,D,kidodesuyo,Python,AC,194,74222636
AWC0029,2026-03-19 20:14:40,B,zhhhanry,C++23,WA,171,74222635
AWC0029,2026-03-19 20:14:37,C,wuyihe,C++23,AC,10,74222633
AWC0029,2026-03-19 20:14:36,A,roromiya_tenkei,C++23,AC,3,74222632
AWC0029,2026-03-19 20:14:32,D,AzAhnaf2003,C++23,AC,53,74222631
AWC0029,2026-03-19 20:14:28,E,jastaway,C++23,WA,48,74222629
AWC0029,2026-03-19 20:14:25,E,zawatin,C++23,AC,40,74222628
AWC0029,2026-03-19 20:14:22,C,Mahadi4404,C++23,AC,67,74222627
AWC0029,2026-03-19 20:14:15,B,shinyak,C++23,AC,169,74222623
AWC0029,2026-03-19 20:14:14,B,Today03,C++23,AC,30,74222622
AWC0029,2026-03-19 20:14:13,C,zhzh0323,C++23,AC,20,74222621
AWC0029,2026-03-19 20:14:08,D,yoshibo,C++23,AC,77,74222619
AWC0029,2026-03-19 20:14:07,D,rinrion,C++23,AC,61,74222618
AWC0029,2026-03-19 20:14:05,D,tkykwtnb,Python,TLE,> 2000,74222617
AWC0029,2026-03-19 20:14:05,C,manabeai,Python,AC,63,74222616
AWC0029,2026-03-19 20:14:05,C,RedSpica,Python,AC,107,74222615
AWC0029,2026-03-19 20:14:04,C,Coder2086,C++23,AC,24,74222614
AWC0029,2026-03-19 20:14:04,B,rucha_15,Java24,AC,388,74222612
AWC0029,2026-03-19 20:14:02,A,Warrior07A,C++23,RE,139,74222611
AWC0029,2026-03-19 20:14:02,C,cled0328,C++23,AC,57,74222610
AWC0029,2026-03-19 20:13:57,D,msksknkn,Java24,AC,876,74222606
AWC0029,2026-03-19 20:13:56,D,yakiringo,Python,AC,230,74222605
AWC0029,2026-03-19 20:13:55,C,ssmbc2929_bartok,C++23,AC,23,74222604
AWC0029,2026-03-19 20:13:52,D,H_R_K,C++23,AC,59,74222603
AWC0029,2026-03-19 20:13:51,D,m041,C++23,AC,138,74222602
AWC0029,2026-03-19 20:13:51,D,Aryu,Python,AC,540,74222601
AWC0029,2026-03-19 20:13:50,A,ramumsrk,C++23,AC,1,74222600
AWC0029,2026-03-19 20:13:43,C,ratjohny,C++23,AC,20,74222598
AWC0029,2026-03-19 20:13:37,C,qwertyuiop615243,C++23,AC,21,74222596
AWC0029,2026-03-19 20:13:34,B,yorksyo,TypeScript 5.9,AC,504,74222595
AWC0029,2026-03-19 20:13:32,B,Banis,C++23,AC,30,74222594
AWC0029,2026-03-19 20:13:31,A,jendolkk,Python,AC,167,74222593
AWC0029,2026-03-19 20:13:30,D,tkykwtnb,Python,RE,> 2000,74222590
AWC0029,2026-03-19 20:13:21,D,n_wisteria,Python,AC,563,74222588
AWC0029,2026-03-19 20:13:19,A,pikusi,Java24,AC,82,74222587
AWC0029,2026-03-19 20:13:18,C,hobal,JavaScript,AC,108,74222586
AWC0029,2026-03-19 20:13:18,B,bellman1114,C++23,WA,42,74222585
AWC0029,2026-03-19 20:13:15,C,TinTrung,C++23,AC,9,74222584
AWC0029,2026-03-19 20:13:09,D,OilDrum,C++23,RE,137,74222583
AWC0029,2026-03-19 20:13:08,D,hiryuN,Python,AC,390,74222582
AWC0029,2026-03-19 20:13:08,D,sbknk,C++23,AC,169,74222581
AWC0029,2026-03-19 20:13:02,D,sirsoldano,C++23,AC,148,74222579
AWC0029,2026-03-19 20:13:01,D,maeda3,C++23,AC,56,74222578
AWC0029,2026-03-19 20:13:00,D,wsy_jim,C++23,AC,51,74222577
AWC0029,2026-03-19 20:13:00,E,pengin,C23,AC,49,74222576
AWC0029,2026-03-19 20:12:58,D,matcharate12,C++23,AC,137,74222575
AWC0029,2026-03-19 20:12:58,D,hakakeen,C++23,AC,163,74222574
AWC0029,2026-03-19 20:12:56,A,moon17,Python,AC,55,74222573
AWC0029,2026-03-19 20:12:55,B,roromiya_tenkei,C++23,AC,38,74222572
AWC0029,2026-03-19 20:12:53,C,Today03,C++23,AC,23,74222571
AWC0029,2026-03-19 20:12:53,B,Coder2086,C++23,AC,90,74222570
AWC0029,2026-03-19 20:12:47,B,funasshiii,C++23,AC,185,74222567
AWC0029,2026-03-19 20:12:46,E,zawatin,C++23,RE,328,74222566
AWC0029,2026-03-19 20:12:45,A,Sanjarbe,Python,AC,10,74222565
AWC0029,2026-03-19 20:12:44,D,RedSpica,Python,WA,380,74222564
AWC0029,2026-03-19 20:12:43,B,manabeai,Python,AC,454,74222563
AWC0029,2026-03-19 20:12:42,C,mmatsumoto1026,C++23,AC,12,74222561
AWC0029,2026-03-19 20:12:36,A,Prrapp,Rust,AC,1,74222557
AWC0029,2026-03-19 20:12:30,D,windingot,C++23,AC,166,74222554
AWC0029,2026-03-19 20:12:30,D,yh_0202,C++23,WA,65,74222553
AWC0029,2026-03-19 20:12:28,D,miya256,Python,WA,326,74222552
AWC0029,2026-03-19 20:12:28,E,Nick_s,C++23,AC,23,74222551
AWC0029,2026-03-19 20:12:28,C,loop0919,Python,AC,100,74222550
AWC0029,2026-03-19 20:12:25,A,nutee,C++23,AC,1,74222548
AWC0029,2026-03-19 20:12:22,D,pnum7,Python,AC,403,74222545
AWC0029,2026-03-19 20:12:16,C,Mikankyan,C++23,AC,20,74222542
AWC0029,2026-03-19 20:12:11,B,Mahadi4404,C++23,AC,197,74222540
AWC0029,2026-03-19 20:12:11,B,zhzh0323,C++23,AC,27,74222538
AWC0029,2026-03-19 20:12:10,B,agw02010,C++23,AC,39,74222537
AWC0029,2026-03-19 20:12:10,C,monzou,SQL,AC,181,74222536
AWC0029,2026-03-19 20:12:09,D,tumuz,C++23,WA,140,74222535
AWC0029,2026-03-19 20:12:06,B,Tak_Ajjinomoto,C++23,AC,167,74222534
AWC0029,2026-03-19 20:12:05,B,Akhmadjon,C++23,AC,29,74222533
AWC0029,2026-03-19 20:12:02,C,gomarine,Haskell,AC,14,74222531
AWC0029,2026-03-19 20:12:00,D,diaoman,C++23,AC,241,74222529
AWC0029,2026-03-19 20:11:59,D,noriok,Python,AC,466,74222528
AWC0029,2026-03-19 20:11:56,D,Today03,C++23,AC,52,74222526
AWC0029,2026-03-19 20:11:54,D,snoozerain,C++23,AC,52,74222524
AWC0029,2026-03-19 20:11:54,D,occhan,TypeScript 5.9,AC,329,74222523
AWC0029,2026-03-19 20:11:54,E,kuhaku,C++23,AC,54,74222522
AWC0029,2026-03-19 20:11:53,C,jnjkhjlkjhb8,C++23,AC,97,74222521
AWC0029,2026-03-19 20:11:51,B,hobal,JavaScript,AC,257,74222520
AWC0029,2026-03-19 20:11:51,D,katalonecfly,C++23,AC,86,74222519
AWC0029,2026-03-19 20:11:49,A,divine21,C++23,AC,1,74222517
AWC0029,2026-03-19 20:11:48,D,kazukun1311,Python,AC,393,74222516
AWC0029,2026-03-19 20:11:47,D,t98slider,C++23,AC,33,74222515
AWC0029,2026-03-19 20:11:41,C,CiAFang,C++23,AC,9,74222513
AWC0029,2026-03-19 20:11:39,A,Ruhan_007,C++23,AC,1,74222510
AWC0029,2026-03-19 20:11:38,E,kidodesuyo,Python,TLE,> 2000,74222509
AWC0029,2026-03-19 20:11:35,D,goropikari,C++23,AC,58,74222507
AWC0029,2026-03-19 20:11:34,C,VoidalityK,C++23,AC,61,74222506
AWC0029,2026-03-19 20:11:33,B,taisei_iida,C++23,AC,187,74222505
AWC0029,2026-03-19 20:11:32,B,loop0919,Python,AC,532,74222504
AWC0029,2026-03-19 20:11:32,B,moldie,Python,AC,366,74222503
AWC0029,2026-03-19 20:11:27,A,rucha_15,Java24,AC,69,74222502
AWC0029,2026-03-19 20:11:24,A,zhhhanry,C++23,AC,1,74222500
AWC0029,2026-03-19 20:11:23,C,hytkxd,Ruby 3.4,AC,92,74222499
AWC0029,2026-03-19 20:11:20,A,Warrior07A,C++23,RE,143,74222495
AWC0029,2026-03-19 20:11:17,D,GOTKAKO,C++23,AC,140,74222494
AWC0029,2026-03-19 20:11:15,A,CocaKoala,C++23,AC,1,74222492
AWC0029,2026-03-19 20:11:10,C,fozzii,C++23,AC,52,74222488
AWC0029,2026-03-19 20:11:10,A,elf48,Rust,AC,1,74222487
AWC0029,2026-03-19 20:11:02,C,ygdstmidn,C++23,AC,64,74222481
AWC0029,2026-03-19 20:11:01,D,neverly084,C++23,AC,152,74222480
AWC0029,2026-03-19 20:11:00,A,rpam,C++23,AC,1,74222477
AWC0029,2026-03-19 20:10:58,B,ratjohny,C++23,AC,89,74222476
AWC0029,2026-03-19 20:10:54,E,ococonomy1,C++23,AC,73,74222474
AWC0029,2026-03-19 20:10:54,C,hibit,C++23,AC,66,74222473
AWC0029,2026-03-19 20:10:51,B,wuyihe,C++23,AC,28,74222472
AWC0029,2026-03-19 20:10:49,C,piyo1999,Ruby 3.4,AC,104,74222471
AWC0029,2026-03-19 20:10:44,C,EduardoBrito,C++23,AC,21,74222469
AWC0029,2026-03-19 20:10:42,B,cled0328,C++23,AC,201,74222468
AWC0029,2026-03-19 20:10:38,D,Glemim,C++23,AC,161,74222466
AWC0029,2026-03-19 20:10:34,C,yakiringo,Python,AC,158,74222464
AWC0029,2026-03-19 20:10:32,C,roromiya_tenkei,C++23,AC,21,74222462
AWC0029,2026-03-19 20:10:28,B,gomarine,Haskell,AC,339,74222458
AWC0029,2026-03-19 20:10:27,B,TinTrung,C++23,AC,27,74222456
AWC0029,2026-03-19 20:10:26,C,Flashingtw,C++23,AC,53,74222455
AWC0029,2026-03-19 20:10:24,D,nmy,C++23,AC,52,74222454
AWC0029,2026-03-19 20:10:18,D,npnp,C++23,AC,192,74222451
AWC0029,2026-03-19 20:10:16,C,Lirius,C++23,AC,9,74222450
AWC0029,2026-03-19 20:10:16,B,kirameku,C++23,AC,170,74222449
AWC0029,2026-03-19 20:10:16,C,underwater,C++23,AC,67,74222448
AWC0029,2026-03-19 20:10:14,C,Re73,C++23,AC,20,74222444
AWC0029,2026-03-19 20:10:13,D,miya256,Python,WA,390,74222442
AWC0029,2026-03-19 20:10:10,C,KA37RI,Python,AC,107,74222441
AWC0029,2026-03-19 20:10:09,C,onezero,Python,AC,116,74222439
AWC0029,2026-03-19 20:10:09,A,Q_E_D_,C++23,AC,1,74222438
AWC0029,2026-03-19 20:10:06,A,Banis,C++23,AC,1,74222436
AWC0029,2026-03-19 20:10:06,D,hnhskni,C# 13.0,AC,132,74222435
AWC0029,2026-03-19 20:10:06,D,UT0911,C++23,AC,51,74222433
AWC0029,2026-03-19 20:10:05,B,Mikankyan,C++23,AC,101,74222431
AWC0029,2026-03-19 20:10:00,C,GOTKAKO,C++23,AC,61,74222428
AWC0029,2026-03-19 20:09:59,D,Lumium,C++23,AC,55,74222427
AWC0029,2026-03-19 20:09:58,D,samayawara,C++23,AC,137,74222426
AWC0029,2026-03-19 20:09:52,D,tkykwtnb,Python,TLE,> 2000,74222421
AWC0029,2026-03-19 20:09:49,C,Tatsup1ch,Python,AC,110,74222420
AWC0029,2026-03-19 20:09:49,E,hiro1729,Python,AC,525,74222419
AWC0029,2026-03-19 20:09:49,D,lddlinan,C++23,AC,67,74222418
AWC0029,2026-03-19 20:09:48,C,Ryan12,C++23,AC,23,74222417
AWC0029,2026-03-19 20:09:43,E,magurofly,Rust,WA,46,74222415
AWC0029,2026-03-19 20:09:43,B,hibit,C++23,AC,170,74222412
AWC0029,2026-03-19 20:09:40,B,hytkxd,Ruby 3.4,AC,355,74222410
AWC0029,2026-03-19 20:09:36,D,Nick_s,C++23,AC,57,74222409
AWC0029,2026-03-19 20:09:35,D,Egor,Rust,AC,46,74222408
AWC0029,2026-03-19 20:09:33,A,jeba27,C++23,AC,1,74222405
AWC0029,2026-03-19 20:09:33,C,tseki,Rust,AC,14,74222403
AWC0029,2026-03-19 20:09:33,D,ayuanay,C++23,WA,57,74222402
AWC0029,2026-03-19 20:09:25,D,ika3gg,Java24,AC,298,74222400
AWC0029,2026-03-19 20:09:25,B,jnjkhjlkjhb8,C++23,AC,301,74222399
AWC0029,2026-03-19 20:09:20,D,Rumain,C++23,AC,170,74222396
AWC0029,2026-03-19 20:09:19,A,yorksyo,TypeScript 5.9,AC,23,74222394
AWC0029,2026-03-19 20:09:17,C,AbhinavGupta,C++23,AC,22,74222393
AWC0029,2026-03-19 20:09:15,C,msksknkn,Java24,AC,403,74222392
AWC0029,2026-03-19 20:09:15,D,TakaakiUmedu,Python,AC,393,74222391
AWC0029,2026-03-19 20:09:15,D,sharking,Python,AC,417,74222390
AWC0029,2026-03-19 20:09:14,C,AzAhnaf2003,C++23,AC,9,74222389
AWC0029,2026-03-19 20:09:13,B,ssmbc2929_bartok,C++23,AC,97,74222388
AWC0029,2026-03-19 20:09:13,C,v7fgg,Java24,AC,233,74222387
AWC0029,2026-03-19 20:09:11,B,GOTKAKO,C++23,AC,171,74222386
AWC0029,2026-03-19 20:09:10,C,ChopinWaltz,C++23,AC,56,74222385
AWC0029,2026-03-19 20:09:09,D,roromiya_tenkei,C++23,AC,98,74222384
AWC0029,2026-03-19 20:09:07,A,loop0919,Python,AC,54,74222383
AWC0029,2026-03-19 20:09:07,C,YuuPika,C++23,AC,70,74222382
AWC0029,2026-03-19 20:09:03,C,tmrtmr,Rust,AC,12,74222379
AWC0029,2026-03-19 20:09:03,D,taisei_iida,C++23,AC,166,74222377
AWC0029,2026-03-19 20:09:02,B,CiAFang,C++23,AC,32,74222376
AWC0029,2026-03-19 20:09:00,D,ajgttm,C++23,AC,139,74222375
AWC0029,2026-03-19 20:08:59,E,RedSpica,Python,AC,753,74222374
AWC0029,2026-03-19 20:08:59,B,mmatsumoto1026,C++23,AC,28,74222373
AWC0029,2026-03-19 20:08:56,B,KA37RI,Python,AC,478,74222372
AWC0029,2026-03-19 20:08:56,E,seekworser,Nim,AC,135,74222371
AWC0029,2026-03-19 20:08:55,C,YForr,C++23,AC,21,74222370
AWC0029,2026-03-19 20:08:54,C,alignedOne,C++23,AC,21,74222369
AWC0029,2026-03-19 20:08:52,D,kwm_t,C++23,AC,81,74222368
AWC0029,2026-03-19 20:08:51,B,EduardoBrito,C++23,AC,35,74222366
AWC0029,2026-03-19 20:08:50,A,sxyz88,C++23,AC,1,74222365
AWC0029,2026-03-19 20:08:50,B,yakiringo,Python,AC,280,74222364
AWC0029,2026-03-19 20:08:49,C,tpgugmu,Python,AC,74,74222363
AWC0029,2026-03-19 20:08:46,B,VoidalityK,C++23,AC,177,74222362
AWC0029,2026-03-19 20:08:44,E,Today03,C++23,AC,72,74222361
AWC0029,2026-03-19 20:08:43,A,Baozii,C++23,AC,1,74222360
AWC0029,2026-03-19 20:08:42,B,piyo1999,Ruby 3.4,AC,276,74222359
AWC0029,2026-03-19 20:08:41,A,on_Sunday,C++23,AC,1,74222358
AWC0029,2026-03-19 20:08:38,D,river0525,C++23,AC,159,74222356
AWC0029,2026-03-19 20:08:37,A,siddash,Python,AC,49,74222355
AWC0029,2026-03-19 20:08:34,C,varkala_thoma,Python,AC,218,74222352
AWC0029,2026-03-19 20:08:32,A,akatsuki7c8,C++23,AC,1,74222351
AWC0029,2026-03-19 20:08:31,B,qwertyuiop615243,C++23,AC,32,74222350
AWC0029,2026-03-19 20:08:29,B,Lirius,C++23,AC,27,74222349
AWC0029,2026-03-19 20:08:29,D,june193,Python,AC,508,74222348
AWC0029,2026-03-19 20:08:29,C,hiryuN,Python,AC,111,74222347
AWC0029,2026-03-19 20:08:26,B,wyf20091230,C++23,AC,206,74222345
AWC0029,2026-03-19 20:08:25,B,ygdstmidn,C++23,AC,175,74222344
AWC0029,2026-03-19 20:08:24,B,Tatsup1ch,Python,AC,540,74222343
AWC0029,2026-03-19 20:08:24,A,tle_adi,C++23,AC,1,74222342
AWC0029,2026-03-19 20:08:23,B,Re73,C++23,AC,31,74222341
AWC0029,2026-03-19 20:08:22,B,underwater,C++23,AC,169,74222340
AWC0029,2026-03-19 20:08:19,B,Flashingtw,C++23,AC,178,74222338
AWC0029,2026-03-19 20:08:16,D,Konishii,C++23,AC,93,74222337
AWC0029,2026-03-19 20:08:15,A,sorb,C++23,AC,2,74222336
AWC0029,2026-03-19 20:08:14,A,nmnmnmnm,C++23,AC,1,74222334
AWC0029,2026-03-19 20:08:11,C,mogura20,Python,AC,115,74222331
AWC0029,2026-03-19 20:08:11,A,THE_SEU_07,C++23,AC,1,74222330
AWC0029,2026-03-19 20:08:10,A,tarusu_so,Python,AC,61,74222329
AWC0029,2026-03-19 20:08:10,C,sirsoldano,C++23,AC,58,74222328
AWC0029,2026-03-19 20:08:04,B,tseki,Rust,AC,26,74222326
AWC0029,2026-03-19 20:07:56,A,KA37RI,Python,AC,54,74222322
AWC0029,2026-03-19 20:07:55,A,ABCEfive,C++23,AC,1,74222320
AWC0029,2026-03-19 20:07:53,D,addx,C++23,AC,58,74222319
AWC0029,2026-03-19 20:07:47,B,Baozii,C++23,AC,28,74222318
AWC0029,2026-03-19 20:07:46,C,wyf20091230,C++23,AC,66,74222317
AWC0029,2026-03-19 20:07:46,A,Coder2086,C++23,AC,1,74222316
AWC0029,2026-03-19 20:07:44,C,Nick_s,C++23,AC,10,74222314
AWC0029,2026-03-19 20:07:42,D,cirno3153,Java24,AC,339,74222311
AWC0029,2026-03-19 20:07:42,D,t0yama,C++ IOI-Style,AC,59,74222310
AWC0029,2026-03-19 20:07:40,B,tpgugmu,Python,AC,397,74222308
AWC0029,2026-03-19 20:07:38,A,GOTKAKO,C++23,AC,1,74222306
AWC0029,2026-03-19 20:07:37,D,prd_xxx,Python,AC,201,74222305
AWC0029,2026-03-19 20:07:37,B,t98slider,C++23,AC,30,74222304
AWC0029,2026-03-19 20:07:37,D,kurooo,C++23,AC,148,74222303
AWC0029,2026-03-19 20:07:35,C,katalonecfly,C++23,AC,20,74222301
AWC0029,2026-03-19 20:07:30,A,wuyihe,C++23,AC,1,74222300
AWC0029,2026-03-19 20:07:29,A,manabeai,Python,AC,11,74222299
AWC0029,2026-03-19 20:07:29,B,hiryuN,Python,AC,553,74222298
AWC0029,2026-03-19 20:07:27,D,gomaazarasi,Python,AC,370,74222297
AWC0029,2026-03-19 20:07:26,C,H_R_K,C++23,AC,20,74222295
AWC0029,2026-03-19 20:07:26,B,Ryan12,C++23,AC,29,74222294
AWC0029,2026-03-19 20:07:26,B,msksknkn,Java24,AC,762,74222293
AWC0029,2026-03-19 20:07:25,C,Rirnon,C++23,AC,68,74222292
AWC0029,2026-03-19 20:07:24,A,shinyak,C++23,AC,1,74222290
AWC0029,2026-03-19 20:07:19,D,mihhiael,C++23,AC,59,74222288
AWC0029,2026-03-19 20:07:19,C,kuronosu1024,C++23,AC,61,74222287
AWC0029,2026-03-19 20:07:17,C,rinrion,C++23,AC,23,74222283
AWC0029,2026-03-19 20:07:15,C,nmy,C++23,AC,20,74222282
AWC0029,2026-03-19 20:07:15,C,matcharate12,C++23,AC,57,74222281
AWC0029,2026-03-19 20:07:14,D,ayuanay,C++23,WA,39,74222280
AWC0029,2026-03-19 20:07:14,B,YuuPika,C++23,AC,179,74222278
AWC0029,2026-03-19 20:07:07,C,windingot,C++23,AC,57,74222275
AWC0029,2026-03-19 20:07:06,D,S142857,Python,AC,462,74222273
AWC0029,2026-03-19 20:07:06,C,hakakeen,C++23,AC,64,74222272
AWC0029,2026-03-19 20:07:06,B,alignedOne,C++23,AC,29,74222271
AWC0029,2026-03-19 20:07:05,A,hobal,JavaScript,AC,36,74222269
AWC0029,2026-03-19 20:07:04,D,shingo0909,C++23,AC,147,74222267
AWC0029,2026-03-19 20:07:04,B,AbhinavGupta,C++23,AC,27,74222266
AWC0029,2026-03-19 20:06:57,B,YForr,C++23,AC,27,74222263
AWC0029,2026-03-19 20:06:55,D,amesyu,C++23,AC,273,74222262
AWC0029,2026-03-19 20:06:51,B,AzAhnaf2003,C++23,AC,29,74222260
AWC0029,2026-03-19 20:06:51,C,everlast1ng,C++23,AC,22,74222259
AWC0029,2026-03-19 20:06:50,B,v7fgg,Java24,AC,499,74222258
AWC0029,2026-03-19 20:06:49,B,varkala_thoma,Python,AC,325,74222256
AWC0029,2026-03-19 20:06:49,C,t98slider,C++23,AC,10,74222255
AWC0029,2026-03-19 20:06:49,C,usk99,Rust,AC,15,74222254
AWC0029,2026-03-19 20:06:48,B,fozzii,C++23,AC,171,74222253
AWC0029,2026-03-19 20:06:46,B,onezero,Python,AC,479,74222252
AWC0029,2026-03-19 20:06:46,B,tmrtmr,Rust,AC,113,74222251
AWC0029,2026-03-19 20:06:45,C,kazukun1311,Python,AC,116,74222250
AWC0029,2026-03-19 20:06:45,C,diaoman,C++23,AC,80,74222249
AWC0029,2026-03-19 20:06:43,C,Baozii,C++23,AC,22,74222247
AWC0029,2026-03-19 20:06:43,A,pnum7,Python,AC,56,74222246
AWC0029,2026-03-19 20:06:43,C,n_wisteria,Python,AC,99,74222245
AWC0029,2026-03-19 20:06:43,C,maeda3,C++23,AC,23,74222244
AWC0029,2026-03-19 20:06:42,C,sbknk,C++23,AC,61,74222243
